,AEABSIA ID Equity
2023-09-26,-0.005353500096331901
2023-09-27,0.00042780197989397163
2023-09-28,0.0004775182092362687
2023-09-29,0.0019432569936457306
2023-10-03,0.003327067501391124
2023-10-04,0.0013202600009613649
2023-10-05,0.0017617372425271145
2023-10-06,0.0013860538902893324
2023-10-10,-0.002363864196286876
2023-10-11,-0.0028922222200964626
2023-10-12,-0.002523686931049643
2023-10-13,-0.0031667149227834197
2023-10-17,-0.0026041197397566884
2023-10-18,-0.0017478606747441355
2023-10-19,-0.0023666634322267593
2023-10-20,-0.002029525206694794
2023-10-24,-0.0019529006899912504
2023-10-25,-0.00262220951148711
2023-10-26,-0.002963990761632764
2023-10-27,-0.0038630912928446295
2023-10-31,-0.0030584021467429
2023-11-01,-0.003249061253846206
2023-11-02,-0.004037011175509593
2023-11-03,-0.004576217690480402
2023-11-07,-0.003631350408450694
2023-11-08,-0.0030922303513973896
2023-11-09,-0.0033424204969436364
2023-11-10,-0.003549627416455733
2023-11-14,-0.0029380726893906634
2023-11-15,-0.0028468369932868375
2023-11-16,-0.002979265252145963
2023-11-17,-0.0032647443695881027
2023-11-21,-0.004462624791544964
2023-11-22,-0.004446727235903644
2023-11-23,-0.004185238089960917
2023-11-24,-0.004373162318696921
2023-11-28,-0.004372742089734175
2023-11-29,-0.00387061871287787
2023-11-30,-0.003588483923841896
2023-12-01,-0.002953385434726893
2023-12-05,-0.0032865252048915796
2023-12-06,-0.0034216613754098862
2023-12-07,-0.004017739752914917
2023-12-08,-0.004345147550165395
2023-12-12,-0.004803251185122007
2023-12-13,-0.003975085697919429
2023-12-14,-0.0006707923846661314
2023-12-15,-9.098902285955959e-05
2023-12-19,-0.00013111006405715204
2023-12-20,0.002359080005353712
2023-12-21,-0.007922946053981535
2023-12-22,0.00016411377109648586
2023-12-28,0.0166952344785176
2023-12-29,0.01584306680094548
2024-01-03,0.01600256059095103
2024-01-04,0.013217880047869134
2024-01-05,0.013713729645315524
2024-01-09,0.01314823829193234
2024-01-10,0.013356116393751626
2024-01-11,0.013231410596408026
2024-01-12,0.014576911425928853
2024-01-16,0.014711655020203735
2024-01-17,0.015399124022824022
2024-01-18,0.015522151683456649
2024-01-19,0.015441359182577476
2024-01-23,0.015621030391393016
2024-01-24,0.015260376152870157
2024-01-25,0.014705585232460749
2024-01-26,0.006738562287343721
2024-01-30,0.003951060897786225
2024-01-31,0.009109066396060943
2024-02-01,0.006847340551650711
2024-02-02,0.013113291845298932
2024-02-06,0.013735831813858998
2024-02-07,-0.0003676618612510656
2024-02-08,-0.0062249669176537275
2024-02-09,-0.009485449001258448
2024-02-13,-0.007580860052221684
2024-02-14,-0.007110874103121793
2024-02-15,-0.003465892411152018
2024-02-16,-0.005693432435219628
2024-02-20,-0.00856077492999703
2024-02-21,-0.008588546778433154
2024-02-22,-0.017067067487920154
2024-02-23,-0.017275255813818138
2024-02-27,-0.01717724628493817
2024-02-28,-0.018403592486007623
2024-02-29,-0.01878712547545302
2024-03-01,-0.019210458048297525
2024-03-05,-0.019274591319498675
2024-03-06,-0.019431831848008445
2024-03-07,-0.017196818303341004
2024-03-08,-0.017305468412486556
2024-03-12,-0.016144654589299135
2024-03-13,-0.002140190648135576
2024-03-14,-0.0015402580179149153
2024-03-15,0.0042684309019552485
2024-03-19,0.009821988386629494
2024-03-20,0.010542504437790558
2024-03-21,0.008229483783430878
2024-03-22,0.00827849635548521
2024-03-26,0.008663245968087104
2024-03-27,0.005203117410159449
2024-03-28,0.005815331587915711
2024-04-03,0.0058945615509047936
2024-04-04,0.0069433724395821465
2024-04-05,0.007757848013100894
2024-04-09,0.0074885961382936605
2024-04-10,0.006521824214590048
2024-04-11,0.0058444224276844245
2024-04-12,0.0045804464106647255
2024-04-16,0.005987303290895874
2024-04-17,0.004628482302103732
2024-04-18,0.007893509293417346
2024-04-19,0.0077248529983853734
2024-04-23,0.008326452240740844
2024-04-24,0.009581422878119744
2024-04-25,0.00965000476294911
2024-04-26,0.01206476311143254
2024-04-30,0.012689433621082869
2024-05-03,0.014332439989062326
2024-05-07,0.024772618362078343
2024-05-08,0.024563409668568396
2024-05-09,0.0245723674792675
2024-05-10,0.02435845259545031
2024-05-14,0.024531908724347646
2024-05-15,0.02934927922952959
2024-05-16,0.029541424121243068
2024-05-17,0.030557914875747376
2024-05-21,0.03060300553761976
2024-05-22,0.030732147288216854
2024-05-23,0.030734514731574257
2024-05-24,0.030722493596298077
2024-05-28,0.027820152263211155
2024-05-29,0.02312724147525564
2024-05-30,0.02350029742291385
2024-05-31,0.017821737143964716
2024-06-04,0.0175100818794011
2024-06-05,0.017282347075671334
2024-06-06,0.0185896004934725
2024-06-07,0.0192694373748943
2024-06-11,0.019262002494085943
2024-06-12,0.02021157993310113
2024-06-13,0.019390922782398554
2024-06-14,0.019251483887727176
2024-06-18,0.016834101040744825
2024-06-19,0.017284896537465615
2024-06-20,0.017692272860835367
2024-06-21,0.01742206573993022
2024-06-25,0.016249366059383763
2024-06-26,0.017256113534551358
2024-06-27,0.016466390559649366
2024-06-28,0.016492050613823417
2024-07-02,0.01735750994336958
2024-07-03,0.02752844860085597
2024-07-04,0.025018677144597445
2024-07-05,0.0249843348002651
2024-07-09,0.024650413853794916
2024-07-10,0.025126381986419793
2024-07-11,0.02564706336415652
2024-07-12,0.02572005670230923
2024-07-16,0.025405747482658968
2024-07-17,0.02598005259711374
2024-07-18,0.02513338455171572
2024-07-19,0.026932791460346717
2024-07-23,0.026550739106525435
2024-07-24,0.02056392921871222
2024-07-25,0.021008537186503903
2024-07-26,0.02616254248190076
2024-07-30,0.0268476713568895
2024-07-31,0.02636817978486036
2024-08-01,0.026163717369290587
2024-08-02,0.016308108139919546
2024-08-06,0.015551287487438729
2024-08-07,0.015137034634469575
2024-08-08,0.015122043939199869
2024-08-09,0.015336478877668971
2024-08-13,0.015029879225413406
2024-08-14,0.014996422503081228
2024-08-15,0.013619549527222706
2024-08-16,0.013744355923325395
2024-08-20,0.013232528223220767
2024-08-21,0.012753624657701723
2024-08-22,0.01097190845664027
2024-08-23,0.010165362604935538
2024-08-27,0.010735037450758565
2024-08-28,0.010702198608325265
2024-08-29,0.012077241403977096
2024-08-30,0.011738048046483688
2024-09-03,0.011210364517298042
2024-09-04,0.009863303969916462
2024-09-05,0.010699623131343833
2024-09-06,0.010582839627157205
2024-09-10,0.010815663414901856
2024-09-11,0.010589397783867667
2024-09-12,0.007750429333784914
2024-09-13,0.007177868436497317
2024-09-17,0.006564100131577785
2024-09-18,0.005757322641709733
2024-09-19,0.003963568769233325
2024-09-20,0.004886811606109456
2024-09-24,0.005027549233051039
2024-09-25,0.0059755059885258375
2024-09-26,0.007998923849569602
2024-09-27,0.007439412261577978
2024-10-01,0.0065400316895565715
2024-10-02,0.004266208207436997
2024-10-03,0.004359990267383005
2024-10-04,0.004465939760955273
2024-10-08,0.0037637508502086207
2024-10-09,0.0020541268977621696
2024-10-10,0.0021451993579075816
2024-10-11,0.0018701724035121612
2024-10-15,0.0018758594244058643
2024-10-16,0.001830766836452155
2024-10-17,0.0018910991724569333
2024-10-18,0.002060009039523356
2024-10-22,0.0018563601602885403
2024-10-23,0.0029025584310981714
2024-10-24,0.0035255953281148962
2024-10-25,0.0032650490051495612
2024-10-29,0.0036238476147980787
2024-10-30,0.0053503844918968285
2024-10-31,0.003225759607041085
2024-11-01,0.00259039137546378
2024-11-05,0.0029208317186040973
2024-11-06,0.00018253821444570194
2024-11-07,-0.001061137552977121
2024-11-08,-7.609154388834159e-05
2024-11-12,-0.0007300114558469295
2024-11-13,-0.0005691309766424826
2024-11-14,-0.0006874346221390648
2024-11-15,-0.00040481899324502837
2024-11-19,-0.0006045427722030716
2024-11-20,-0.0006915007099383951
2024-11-21,-0.000820032777273041
2024-11-22,-0.0010400211357432148
2024-11-26,-0.0008003347162398877
2024-11-27,0.0012607040027008344
2024-11-28,0.0018667647953596286
2024-11-29,0.001482987919676934
2024-12-03,0.002960643897185031
2024-12-04,0.0032112328902715054
2024-12-05,0.0033360485353281775
2024-12-06,0.0033332505776729523
2024-12-10,0.0033233166466946546
2024-12-11,0.003389289200310918
2024-12-12,0.0025901724383875836
2024-12-13,0.003685754973325401
2024-12-17,0.0037834064533433538
2024-12-18,0.004290735711148489
2024-12-19,0.0021091299132153063
2024-12-20,0.0018966184105574946
2024-12-24,0.0019197778433620075
2024-12-31,0.0013093875019019943
2025-01-03,3.688585161297336e-05
2025-01-07,-0.0015457336086064759
2025-01-08,-0.0015106390001178942
2025-01-09,-0.0016714607079751456
2025-01-10,-0.0008143905039828675
2025-01-14,0.004101183231044968
2025-01-15,0.004338731913562581
2025-01-16,0.004451299607439691
2025-01-17,0.00426316180471294
2025-01-21,0.0029762723672608236
2025-01-22,0.0008763944971829191
2025-01-23,0.001894794496842441
2025-01-24,-0.0009661901720209164
2025-01-28,-0.0008007485561333819
2025-01-29,-0.0017053643467073957
2025-01-30,-0.0005346970015272766
2025-01-31,-0.0010750192996098493
2025-02-04,-0.001158677574439783
2025-02-05,-0.001312704358434056
2025-02-06,-0.001059142243131369
2025-02-07,-0.0008511752608105373
2025-02-11,-0.0015708493629097778
2025-02-12,-0.0014091205781215652
2025-02-13,-0.00216923945086987
2025-02-14,-0.0019403146711046678
2025-02-18,-0.0019984353501122255
2025-02-19,-0.0019924711073770716
2025-02-20,-0.0030283060671720376
2025-02-21,-0.0030757694366478944
2025-02-25,-0.0007514938515871933
2025-02-26,-0.0010491377721725613
2025-02-27,-0.0011035875241195143
2025-02-28,-7.599609967834814e-05
2025-03-04,7.668241751328634e-05
2025-03-05,0.003723173398780211
2025-03-06,0.004477876733008176
2025-03-07,0.0008682352575082354
2025-03-11,0.0020164052033977936
2025-03-12,0.000544350521402294
2025-03-13,-0.00011449385074773473
2025-03-14,-0.0023515541703528283
2025-03-18,-0.0011580229229943674
2025-03-19,0.0009233565984082426
2025-03-20,-3.527687118176025e-05
2025-03-21,-0.0010100206527605506
2025-03-25,-0.0020195984064634116
2025-03-26,-0.0032806324040902963
2025-03-27,-0.0031917008481097894
2025-03-28,-0.00014376877706033384
2025-04-01,-0.00011162572157970774
2025-04-02,-0.00037080462646797626
2025-04-03,0.004889667423225722
2025-04-04,0.0033091110303401644
2025-04-08,0.0023609930459521583
2025-04-09,0.0009079866690707526
2025-04-10,-0.005751323931007277
2025-04-11,-0.005898944884615238
2025-04-15,-0.007160683694661598
2025-04-16,-0.0071478546157692936
2025-04-17,-0.007662774977302715
2025-04-23,-0.003255815151907875
2025-04-24,-0.005514642913113351
2025-04-25,-0.005524184617286494
2025-04-29,-0.005559796714852881
2025-04-30,-0.005223475308941265
2025-05-06,-0.004765271962382997
2025-05-07,-0.005088271087050047
2025-05-08,-0.007176906600422721
2025-05-09,-0.007282348833867432
2025-05-13,-0.008357146857255426
2025-05-14,-0.008045944536946802
2025-05-15,-0.008149161881443807
2025-05-16,-0.008111043782357788
2025-05-20,-0.008070008780560379
2025-05-21,-0.007732082095380027
2025-05-22,-0.008910530350583562
2025-05-23,-0.0073649701455653265
2025-05-27,-0.006708190135040867
2025-05-28,-0.006763816225576939
2025-05-29,-0.006948855729149556
2025-05-30,-0.006959065541989286
2025-06-03,-0.0073433177083952
2025-06-04,-0.0073361169800078094
2025-06-05,-0.007287635150668474
2025-06-06,-0.007839753359199104
2025-06-10,-0.007660589813739725
2025-06-11,-0.007597438853239361
2025-06-12,-0.007987459359462736
2025-06-13,-0.007538259240653904
2025-06-17,-0.007333055944844708
2025-06-18,-0.007775137474469368
2025-06-19,-0.007710845294650307
2025-06-20,-0.008015235346266818
2025-06-24,-0.009066517595464847
2025-06-25,-0.009286552698081027
2025-06-26,-0.009264991272967456
2025-06-27,-0.008875817910134727
2025-07-01,-0.00895459682340214
2025-07-02,-0.009362470023764643
2025-07-03,-0.009250910032953669
2025-07-04,-0.009641656542024027
2025-07-08,-0.009722504559011582
2025-07-09,-0.009915793264481615
2025-07-10,-0.01088936123762899
2025-07-11,-0.01083295297787417
2025-07-15,-0.011172102180895132
2025-07-16,-0.012864596899616705
2025-07-17,-0.013464300194266851
2025-07-18,-0.015216143595881531
2025-07-22,-0.015296621161599773
2025-07-23,-0.015363483599391528
2025-07-24,-0.015234328917890087
2025-07-25,-0.015582299511929534
2025-07-29,-0.01617725111737432
2025-07-30,-0.0161358053899364
2025-07-31,-0.017989436803171895
2025-08-01,-0.01949230891715507
2025-08-05,-0.01966279306618484
2025-08-06,-0.019692026791068955
2025-08-07,-0.019682751279707
2025-08-08,-0.019699596000271477
2025-08-12,-0.019561124655799445
2025-08-13,-0.019671292392149552
2025-08-14,-0.020769884085287627
2025-08-15,-0.020725617752040747
2025-08-19,-0.021187855899684097
2025-08-20,-0.021179225606603794
2025-08-21,-0.02119111706055309
2025-08-22,-0.0211640716392717
2025-08-26,-0.02113878594151706
2025-08-27,-0.020621262557888428
2025-08-28,-0.020615612714843336
2025-08-29,-0.019521982538682463
2025-09-02,-0.01893545762944091
2025-09-03,-0.018789425821667937
2025-09-04,-0.018814590451552832
2025-09-05,-0.01883810617324587
2025-09-09,-0.018892681285551025
2025-09-10,-0.01920058290231347
2025-09-11,-0.01961322347728229
2025-09-12,-0.01960416408207641
2025-09-16,-0.019911851742825774
2025-09-17,-0.019715743351735735
2025-09-18,-0.019695339352657455
2025-09-19,-0.019711020435210322
2025-09-23,-0.020138474333853837
2025-09-24,-0.01998190147030953
2025-09-25,-0.020368946626061358
2025-09-26,-0.0203177134329945
2025-09-30,-0.020231320800325848
2025-10-01,-0.019351824499240507
2025-10-02,-0.019637227340964663
2025-10-03,-0.019507540172506256
2025-10-07,-0.019401118821958822
2025-10-08,-0.0186074536588325
2025-10-09,-0.019016356181355498
2025-10-10,-0.017570040913063332
2025-10-14,-0.0175540770184075
2025-10-15,-0.017063601648458004
2025-10-16,-0.01651202439834781
2025-10-17,-0.014874446412287887
2025-10-21,-0.01547340183921321
2025-10-22,-0.01566961010715173
2025-10-23,-0.015530546545590157
2025-10-24,-0.015079221584001472
2025-10-28,-0.015022537261227448
2025-10-29,-0.015121110339494717
2025-10-30,-0.015564283099148047
2025-10-31,-0.015438405306810706
2025-11-04,-0.01298307552594838
2025-11-05,-0.013381354410479523
2025-11-06,-0.01345485438600398
2025-11-07,-0.012542801970514907
2025-11-11,-0.012815268969365695
2025-11-12,-0.012832826123447875
2025-11-13,-0.012689811975674668
2025-11-14,-0.011862303415942708
2025-11-18,-0.013056783327259751
2025-11-19,-0.0130550277077649
2025-11-20,-0.013215202903367333
2025-11-21,-0.01383206411478083
2025-11-25,-0.01345023499255825
2025-11-26,-0.01337051721941268
2025-11-27,-0.0133737745991679
2025-11-28,-0.013819439585286189
2025-12-02,-0.01357478086700823
2025-12-03,-0.012918188381918968
2025-12-04,-0.012144023416949926
2025-12-05,-0.012842156232321175
2025-12-09,-0.012927445822931385
2025-12-10,-0.013512948128689126
2025-12-11,-0.013401569854506499
2025-12-12,-0.011874774375540752
2025-12-16,-0.012348480377658764
2025-12-17,-0.012379282948804526
2025-12-18,-0.011794947366607297
2025-12-19,-0.010963892920481723
